pdb_name,length,header,tm_score,sc_rmsd,plddt,pct_helix,pct_strand,pct_coil,scrmsd_des,plddt_des,tm_plddt_des
1pa7,130,sample_6,0.7429510246542428,3.948967476522416,76.04,0.5307692307692308,0.0,0.4692307692307692,False,False,True
6ixl,405,sample_7,0.3882999710133556,19.40793431323812,41.88,0.4296296296296296,0.074074074074074,0.4962962962962963,False,False,False
2vzs,110,sample_88,0.8941744143726783,1.6633038684729329,87.34,0.0,0.6727272727272727,0.3272727272727272,True,True,True
3p73,96,sample_43,0.8589658441375913,1.3929425102247643,75.91,0.0625,0.5,0.4375,True,True,True
3ede,422,sample_4,0.3015650163414371,18.604472988399323,39.62,0.4454976303317535,0.0805687203791469,0.4739336492890995,False,False,False
5ee0,280,sample_7,0.7078606320805563,8.958871847133643,64.16,0.5428571428571428,0.1,0.3571428571428571,False,False,False
2q3w,109,sample_2,0.9656663406539078,0.6182239745768182,90.28,0.055045871559633,0.4770642201834862,0.4678899082568807,True,True,True
3s6w,52,sample_83,0.9569188132251684,0.4270884062618062,92.45,0.0576923076923076,0.5192307692307693,0.4230769230769231,True,True,True
1yht,344,sample_6,0.8244863721099825,3.864591897452031,60.89,0.4215116279069767,0.1656976744186046,0.4127906976744186,False,False,False
2ba0,51,sample_2,0.8700053223434093,1.2054153063663064,84.17,0.0588235294117647,0.4901960784313725,0.4509803921568627,True,True,True
5gvy,145,sample_3,0.6093139586978964,6.062957214502879,46.07,0.0,0.3793103448275862,0.6206896551724138,False,False,False
6m0r,345,sample_3,0.5354528979386836,11.565482077652735,52.92,0.7014492753623188,0.0,0.2985507246376812,False,False,False
2x9v,250,sample_7,0.3087432017269698,17.862218974937228,44.91,0.548,0.056,0.396,False,False,False
2ffy,358,sample_4,0.6346539212332095,7.406180576700867,46.56,0.441340782122905,0.106145251396648,0.4525139664804469,False,False,False
1ix9,115,sample_7,0.904215889167674,1.425390042226948,85.83,0.4956521739130435,0.2,0.3043478260869565,True,True,True
1v74,87,sample_1,0.9782485627970754,0.3935840326073505,91.52,0.6206896551724138,0.0229885057471264,0.3563218390804598,True,True,True
6cj7,357,sample_40,0.4198520131681982,18.45164966407121,44.8,0.3949579831932773,0.165266106442577,0.4397759103641456,False,False,False
2ok5,68,sample_5,0.883320162845137,0.9964509822998214,86.93,0.0441176470588235,0.3970588235294117,0.5588235294117647,True,True,True
2rb6,52,sample_1,0.94577856898559,0.4624977438700241,94.16,0.0576923076923076,0.5384615384615384,0.4038461538461538,True,True,True
2w3s,117,sample_5,0.7524359336293043,2.9160845878939137,77.04,0.3675213675213675,0.2478632478632478,0.3846153846153846,False,False,True
2hjs,190,sample_3,0.782621968132582,3.636945000958971,69.15,0.4263157894736842,0.2473684210526315,0.3263157894736842,False,False,False
2hku,70,sample_6,0.9028590832246411,0.899818442731703,91.93,0.8285714285714286,0.0,0.1714285714285714,True,True,True
1xoy,160,sample_5,0.8105084862418435,2.890402426327667,71.93,0.11875,0.4125,0.46875,False,False,True
2pg4,92,sample_5,0.9158188056414716,0.920244398965074,88.92,0.6304347826086957,0.1521739130434782,0.217391304347826,True,True,True
1qyp,53,sample_2,0.7170840678655048,2.02998747683985,84.25,0.0754716981132075,0.3773584905660377,0.5471698113207547,False,False,True
2f3l,132,sample_3,0.8921818133183378,2.034138702831501,87.59,0.1212121212121212,0.2651515151515151,0.6136363636363636,False,False,True
4pk9,359,sample_95,0.2997039425443421,17.42922223702811,35.2,0.4484679665738161,0.1086350974930362,0.4428969359331476,False,False,False
1xc2,152,sample_6,0.9365662354532608,1.0528966016918155,88.09,0.3552631578947368,0.2565789473684211,0.3881578947368421,True,True,True
7bl4,102,sample_7,0.9521674594601224,0.7501805682623043,90.13,0.3627450980392157,0.3039215686274509,0.3333333333333333,True,True,True
4j9y,84,sample_7,0.7350333964933453,3.2800537263319804,77.54,0.7976190476190477,0.0,0.2023809523809523,False,False,True
4ef0,114,sample_1,0.8772254430434436,1.442295737827661,81.33,0.4122807017543859,0.219298245614035,0.3684210526315789,True,True,True
1au1,166,sample_4,0.9483828827258848,0.9214420652209826,88.0,0.7349397590361446,0.0,0.2650602409638554,True,True,True
6c74,111,sample_4,0.7401180504462203,3.558605631195473,53.63,0.027027027027027,0.3693693693693693,0.6036036036036037,False,False,False
1vdr,157,sample_4,0.7955376042349092,3.1483360716263804,67.61,0.2611464968152866,0.3057324840764331,0.4331210191082802,False,False,False
3sao,146,sample_1,0.9731403471801816,0.6393746797412838,91.42,0.1712328767123287,0.5,0.3287671232876712,True,True,True
1klo,51,sample_1,0.3707706578386906,5.75281456402238,68.54,0.0,0.2745098039215686,0.7254901960784313,False,False,False
2b5g,164,sample_2,0.793692338352381,3.0393764050208825,76.45,0.4085365853658536,0.2378048780487804,0.3536585365853658,False,False,True
1xhs,113,sample_1,0.3990264941101208,8.777012326708375,55.59,0.1504424778761062,0.3539823008849557,0.495575221238938,False,False,False
1azs,190,sample_7,0.6264579471571711,6.97787293400749,63.47,0.4,0.2684210526315789,0.331578947368421,False,False,False
6m3b,42,sample_7,0.2480110771281732,8.072697254687247,58.12,0.0,0.2142857142857142,0.7857142857142857,False,False,False
